month,Author,CS70_1,CS70_2,CS70_3,CS70_5,CS70_6,CS70_7,CS70_8,CS70_9,CS71_1,CS71_2,CS71_3,CS72_1,CS73_1,CS73_2,CS80_2,CS80_3,CS80_4,CS80_6,CS80_7,CS80_8,CS80_9
2018-10-01,Mogens Heller Grabe,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01,Rico Suter,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01,Swan,4,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01,win,27,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-01,Chris Patterson,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-01,Jaex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-01,James Jackson-South,25,1,185,18,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,0,0
2018-11-01,JustArchi,11,0,0,3,1,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0
2018-11-01,Kurt,38,45,0,1279,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-11-01,Martijn Laarman,101,54,0,585,42,0,8,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2018-11-01,Mogens Heller Grabe,10,2,0,8,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-01,Rico Suter,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-01,Swan,2,8,0,11,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2018-11-01,win,35,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-01,Chris Patterson,18,5,0,5,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
2018-12-01,Jaex,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-12-01,James Jackson-South,4,8,8,0,22,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2018-12-01,JustArchi,24,3,0,10,6,0,0,0,0,4,40,0,0,0,0,0,0,0,0,0,0
2018-12-01,Kurt,15,36,0,374,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-01,Mogens Heller Grabe,3,1,0,2,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-01,Rico Suter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-01,Swan,0,0,0,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-01,win,134,0,0,638,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-01-01,Chris Patterson,44,8,0,6,1,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
2019-01-01,Jaex,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01,James Jackson-South,0,1,5,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2019-01-01,JustArchi,11,1,0,26,18,0,0,0,0,2,44,0,0,0,0,0,0,0,0,0,0
2019-01-01,Kurt,8,6,0,170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-01-01,Martijn Laarman,5,2,0,47,0,0,0,1,0,53,8,0,0,0,0,0,0,0,0,0,0
2019-01-01,Mogens Heller Grabe,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01,Rico Suter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01,Swan,0,20,0,28,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2019-01-01,win,165,0,0,148,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-01,Chris Patterson,15,13,0,21,2,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
2019-02-01,Jaex,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-02-01,James Jackson-South,0,2,40,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-01,JustArchi,11,0,0,4,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
2019-02-01,Kurt,22,33,0,426,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2019-02-01,Mogens Heller Grabe,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-01,Rico Suter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-01,Swan,0,27,0,57,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-01,win,232,0,0,56,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-01,Chris Patterson,16,2,0,1,2,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0
2019-03-01,Jaex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-01,James Jackson-South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-01,JustArchi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-01,Kurt,14,6,0,130,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-01,Martijn Laarman,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-01,Mogens Heller Grabe,8,3,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-01,Rico Suter,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-01,Swan,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-01,win,15,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-01,Chris Patterson,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
2019-04-01,Jaex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-01,James Jackson-South,4,1,27,2,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2019-04-01,JustArchi,1,0,0,5,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
2019-04-01,Kurt,7,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-01,Martijn Laarman,18,8,0,51,4,0,2,0,0,1757,8,0,0,0,0,0,0,0,0,0,0
2019-04-01,Mogens Heller Grabe,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-01,Rico Suter,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-01,Swan,3,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-01,win,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-01,Chris Patterson,3,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-05-01,Jaex,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-01,James Jackson-South,0,28,0,3,6,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0
2019-05-01,JustArchi,0,1,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-01,Kurt,2,17,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-01,Martijn Laarman,13,1,0,5889,1,0,0,0,0,2414,26,0,0,0,0,0,0,0,0,0,0
2019-05-01,Mogens Heller Grabe,6,1,0,3,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-01,Rico Suter,0,5,0,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-01,Swan,1,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-01,win,5,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-01,Chris Patterson,22,10,0,2,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
2019-06-01,Jaex,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-01,James Jackson-South,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2019-06-01,JustArchi,2,0,0,5,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2019-06-01,Kurt,2,34,0,535,0,0,8,2,0,3,0,0,0,0,0,0,0,0,0,0,0
2019-06-01,Martijn Laarman,17,17,0,2886,3,0,0,0,2,653,10,0,0,0,0,0,0,0,0,0,0
2019-06-01,Mogens Heller Grabe,3,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-01,Rico Suter,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-01,Swan,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-01,win,10,2,0,77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-07-01,Chris Patterson,23,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
2019-07-01,Jaex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-01,James Jackson-South,2,1,0,29,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0
2019-07-01,JustArchi,2,0,0,10,1,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0
2019-07-01,Kurt,3,5,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-01,Martijn Laarman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-01,Rico Suter,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-01,Swan,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-01,win,153,16,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-01,Chris Patterson,57,25,0,3,11,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0
2019-08-01,Jaex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-01,James Jackson-South,0,6,8,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0
2019-08-01,JustArchi,3,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2019-08-01,Kurt,5,1,0,9,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-08-01,Martijn Laarman,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-01,Mogens Heller Grabe,5,2,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-01,Rico Suter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-01,Swan,0,7,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-01,win,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-01,Chris Patterson,36,27,0,46,11,0,0,3,0,45,14,0,0,0,0,0,0,0,0,0,0
2019-09-01,Jaex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-01,James Jackson-South,4,15,6,5,11,0,0,0,0,11,38,0,0,0,0,0,0,0,0,0,0
2019-09-01,JustArchi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-01,Kurt,19,50,0,899,2,0,3,0,0,6,0,0,0,0,2,3,0,0,0,0,0
2019-09-01,Martijn Laarman,1,2,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0
2019-09-01,Mogens Heller Grabe,64,8,0,21,137,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-01,Rico Suter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-01,Swan,0,10,0,39,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-01,win,2,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-01,Chris Patterson,34,41,0,50,23,0,0,0,0,79,28,0,0,0,0,0,0,0,0,0,0
2019-10-01,Jaex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-01,James Jackson-South,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2019-10-01,JustArchi,0,0,0,14,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2019-10-01,Kurt,22,67,0,658,24,0,4,1,0,5,0,0,0,0,112,57,0,0,0,17,0
2019-10-01,Martijn Laarman,2,5,0,332,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0
2019-10-01,Mogens Heller Grabe,36,6,0,16,83,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-01,Rico Suter,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-01,Swan,0,16,0,90,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-01,win,9,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-01,Chris Patterson,0,0,0,2,0,0,0,0,0,10,2,0,0,0,0,2,0,0,0,1,0
2019-11-01,Jaex,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-11-01,James Jackson-South,2,8,28,4,51,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0
2019-11-01,JustArchi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-01,Kurt,11,63,0,1202,8,0,0,1,0,0,0,0,0,0,15,6,0,0,0,3,0
2019-11-01,Martijn Laarman,1,1,0,2353,0,0,1,0,1,56,0,0,0,0,0,0,0,0,0,0,0
2019-11-01,Mogens Heller Grabe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-01,Rico Suter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-01,Swan,0,35,0,137,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,Chris Patterson,20,7,0,3,1,0,0,0,0,20,2,0,0,0,0,0,0,0,0,3,0
2019-12-01,Jaex,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,James Jackson-South,10,67,423,18,21,0,0,2,0,65,0,0,0,4,1,0,0,0,0,0,0
2019-12-01,JustArchi,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,Kurt,1,27,0,76,2,0,0,1,0,0,0,0,0,0,5,1,0,0,0,2,0
2019-12-01,Martijn Laarman,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,Mogens Heller Grabe,20,2,0,4,41,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,Rico Suter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,Swan,2,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,win,1,3,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,Chris Patterson,33,23,0,12,28,0,0,2,0,63,88,0,0,0,0,39,0,0,0,14,0
2020-01-01,Jaex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,James Jackson-South,22,102,514,62,13,0,0,2,0,229,22,0,0,2,5,3,0,0,0,0,0
2020-01-01,JustArchi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,Kurt,10,36,0,181,7,0,12,0,0,0,0,0,0,0,17,18,0,2,0,0,0
2020-01-01,Martijn Laarman,33,33,0,68,14,0,20,3,2,13,8,0,0,0,1,2,0,0,0,9,0
2020-01-01,Mogens Heller Grabe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,Rico Suter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,Swan,7,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,win,4,5,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,Chris Patterson,8,7,0,3,5,0,0,0,0,85,0,0,0,0,0,4,0,0,0,22,0
2020-02-01,Jaex,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,James Jackson-South,77,123,301,111,10,0,40,32,0,516,6,0,0,0,6,159,0,0,0,0,0
2020-02-01,JustArchi,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2020-02-01,Kurt,2,10,0,55,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0
2020-02-01,Martijn Laarman,2,3,0,196,0,0,0,0,0,163,0,0,0,0,1,0,0,0,0,2,0
2020-02-01,Mogens Heller Grabe,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,Rico Suter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,Swan,1,9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,win,1,0,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,Chris Patterson,59,21,0,13,11,0,0,2,6,86,8,0,0,0,4,10,0,0,0,12,0
2020-03-01,Jaex,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,James Jackson-South,54,60,247,36,9,0,49,23,0,238,10,0,0,0,3,171,0,0,0,6,0
2020-03-01,JustArchi,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,Kurt,0,6,0,34,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
2020-03-01,Martijn Laarman,0,0,0,142,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,Mogens Heller Grabe,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,Rico Suter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,Swan,0,12,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,win,585,315,0,232,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,Chris Patterson,33,5,0,10,3,2,0,0,0,51,0,0,0,0,0,20,0,0,0,9,0
2020-04-01,Jaex,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2020-04-01,James Jackson-South,10,28,3,10,67,0,0,8,0,10,0,0,0,0,2,39,0,0,0,0,0
2020-04-01,JustArchi,0,0,0,1,2,6,0,0,0,1,0,0,0,0,0,6,0,4,1,0,0
2020-04-01,Kurt,5,10,0,64,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,1,0
2020-04-01,Martijn Laarman,0,1,0,75,0,0,0,0,0,80,4,0,0,0,0,0,0,0,0,0,0
2020-04-01,Mogens Heller Grabe,2,4,0,0,23,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2020-04-01,Rico Suter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,Swan,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,win,107,82,0,321,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,Chris Patterson,140,63,0,138,33,46,0,13,0,290,44,0,0,0,6,33,0,0,0,14,0
2020-05-01,Jaex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,JustArchi,3,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,Kurt,0,7,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-05-01,Martijn Laarman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,Rico Suter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,Swan,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,win,3,7,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
